2013-06-08,8:00 AM,Kedron 1,,Kedron 2,,Lakeview Centre
2013-06-08,9:00 AM,Brookside,,Lake Vista,,Lakeview Centre
2013-06-08,10:00 AM,Harman Cordova,,Thornton Dundee,,Lakeview Centre
2013-06-08,10:00 AM,Glen Stewart,,"""bye""",,
2013-06-08,1:00 PM,Lake Vista,,Harman Cordova,,Lakeview Centre
2013-06-08,2:00 PM,Kedron 2,,Brookside,,Lakeview Centre
2013-06-08,3:00 PM,Glen Stewart,,Kedron 1,,Lakeview Centre
2013-06-08,3:00 PM,Thornton Dundee,,"""bye""",,
2013-06-09,8:00 AM,Brookside,,Glen Stewart,,Lakeview Centre
2013-06-09,9:00 AM,Harman Cordova,,Kedron 2,,Lakeview Centre
2013-06-09,10:00 AM,Thornton Dundee,,Lake Vista,,Lakeview Centre
2013-06-09,10:00 AM,Kedron 1,,"""bye""",,
2013-06-09,2:00 PM,1st Place,,2nd Place,,LAKEVIEW CENTRE